Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
32581070,02/01/2016 01:15:32 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10025,175 WEST 95 STREET,WEST 95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,03/02/2016 01:15:32 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/01/2016 03:47:46 PM,07 MANHATTAN,0000000000,MANHATTAN,992574,228191,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79300374499025,-73.96993795501915,"(40.79300374499025, -73.96993795501915)"
32583099,02/02/2016 07:03:29 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11208,69 LINCOLN AVENUE,LINCOLN AVENUE,JAMAICA AVENUE,ETNA STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/03/2016 07:03:29 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/03/2016 04:00:24 PM,05 BROOKLYN,3041090085,BROOKLYN,1020156,190246,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.688785261983746,-73.87052846640968,"(40.688785261983746, -73.87052846640968)"
32596543,02/03/2016 12:22:59 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11367,144-29 71 ROAD,71 ROAD,VLEIGH PLACE,147 STREET,,,ADDRESS,FLUSHING,,N/A,Assigned,03/04/2016 12:22:59 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/03/2016 04:00:29 PM,08 QUEENS,4066580031,QUEENS,1033867,204438,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.72767261861964,-73.82098423950768,"(40.72767261861964, -73.82098423950768)"
32607194,02/05/2016 12:41:33 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10314,193 LEWISTON STREET,LEWISTON STREET,BANGOR STREET,NOME AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Open,03/06/2016 12:41:33 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,02 STATEN ISLAND,5023900509,STATEN ISLAND,942055,152077,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.583991909589564,-74.15190998305036,"(40.583991909589564, -74.15190998305036)"
32608450,02/05/2016 02:32:02 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11364,48-30 213 STREET,213 STREET,48 AVENUE,50 AVENUE,,,ADDRESS,OAKLAND GARDENS,,N/A,Assigned,03/06/2016 02:32:02 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/08/2016 03:36:47 PM,11 QUEENS,4073710021,QUEENS,1048572,214354,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.754794768135554,-73.76783470279352,"(40.754794768135554, -73.76783470279352)"
32609904,02/05/2016 02:42:16 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10314,193 LEWISTON STREET,LEWISTON STREET,BANGOR STREET,NOME AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Open,03/06/2016 02:42:16 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,02 STATEN ISLAND,5023900509,STATEN ISLAND,942055,152077,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.583991909589564,-74.15190998305036,"(40.583991909589564, -74.15190998305036)"
32616112,02/06/2016 01:38:32 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11365,69-74 179 STREET,179 STREET,69 AVENUE,JEWEL AVENUE,,,ADDRESS,FRESH MEADOWS,,N/A,Assigned,03/07/2016 01:38:32 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/08/2016 03:36:49 PM,08 QUEENS,4071310042,QUEENS,1042097,205855,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.731511933501224,-73.79127871627091,"(40.731511933501224, -73.79127871627091)"
32622399,02/07/2016 07:20:52 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11221,981 GREENE AVENUE,GREENE AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/08/2016 07:20:52 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/08/2016 03:36:50 PM,03 BROOKLYN,3016170046,BROOKLYN,1004144,191050,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.69104253076166,-73.92826287425345,"(40.69104253076166, -73.92826287425345)"
32706702,02/17/2016 12:00:13 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10308,6 REDWOOD AVENUE,REDWOOD AVENUE,CORBIN AVENUE,EVERGREEN STREET,,,ADDRESS,STATEN ISLAND,,N/A,Open,03/18/2016 12:00:13 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 STATEN ISLAND,,STATEN ISLAND,944330,142618,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.55803937303999,-74.14366371726787,"(40.55803937303999, -74.14366371726787)"
32720523,02/18/2016 08:03:35 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11235,3030 EMMONS AVENUE,EMMONS AVENUE,LINCOLN TERRACE,LAKE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/19/2016 08:03:35 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/22/2016 04:14:23 PM,15 BROOKLYN,3088150042,BROOKLYN,1001503,152020,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.58391909025041,-73.9378860294872,"(40.58391909025041, -73.9378860294872)"
32723960,02/19/2016 02:51:56 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Iguana,Residence,11419,107-60 115 STREET,115 STREET,107 AVENUE,109 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,N/A,Open,03/20/2016 02:51:56 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 QUEENS,4095520035,QUEENS,1032394,188168,ONLINE,Unspecified,QUEENS,,,,,,,,40.68302352995252,-73.8264150628726,"(40.68302352995252, -73.8264150628726)"
32748364,02/22/2016 06:40:34 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11432,84-32 164 STREET,164 STREET,84 ROAD,84 DRIVE,,,ADDRESS,JAMAICA,,N/A,Assigned,03/23/2016 06:40:34 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/23/2016 04:11:02 PM,08 QUEENS,4097910203,QUEENS,1039022,199614,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71440151840749,-73.80242456278435,"(40.71440151840749, -73.80242456278435)"
32762067,02/24/2016 04:56:11 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Iguana,Residence,11419,107-60 115 STREET,115 STREET,107 AVENUE,109 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,N/A,Open,03/25/2016 04:56:11 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 QUEENS,4095520035,QUEENS,1032394,188168,ONLINE,Unspecified,QUEENS,,,,,,,,40.68302352995252,-73.8264150628726,"(40.68302352995252, -73.8264150628726)"
32763908,02/24/2016 10:38:23 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10308,3902 HYLAN BOULEVARD,HYLAN BOULEVARD,WHITMAN AVENUE,CLEVELAND AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,03/25/2016 10:38:23 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/25/2016 03:35:53 PM,03 STATEN ISLAND,5052040007,STATEN ISLAND,944215,137630,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.54434776334086,-74.1440480585666,"(40.54434776334086, -74.1440480585666)"
32790823,02/27/2016 02:17:38 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10473,415 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,PATTERSON AVENUE,LACOMBE AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,03/28/2016 02:17:38 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/01/2016 04:07:39 PM,09 BRONX,2034930069,BRONX,1022167,235645,ONLINE,Unspecified,BRONX,,,,,,,,40.81338547917412,-73.86302113396648,"(40.81338547917412, -73.86302113396648)"
32797150,02/29/2016 09:55:40 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11226,92 WOODRUFF AVENUE,WOODRUFF AVENUE,ST PAULS PLACE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/30/2016 09:55:40 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/01/2016 04:08:06 PM,14 BROOKLYN,3050590020,BROOKLYN,994535,177403,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65360096296739,-73.96293343726657,"(40.65360096296739, -73.96293343726657)"
32799179,02/29/2016 01:40:54 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11385,1623 SUMMERFIELD STREET,SUMMERFIELD STREET,WYCKOFF AVENUE,CYPRESS AVENUE,,,ADDRESS,RIDGEWOOD,,N/A,Assigned,03/30/2016 01:40:54 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/01/2016 04:08:12 PM,05 QUEENS,4035540091,QUEENS,1011452,192618,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.695326881215294,-73.90190414797306,"(40.695326881215294, -73.90190414797306)"
32818129,03/02/2016 02:59:01 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11385,1621 SUMMERFIELD STREET,SUMMERFIELD STREET,WYCKOFF AVENUE,CYPRESS AVENUE,,,ADDRESS,RIDGEWOOD,,N/A,Assigned,04/01/2016 02:59:01 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/02/2016 04:04:35 PM,05 QUEENS,4035540092,QUEENS,1011445,192607,ONLINE,Unspecified,QUEENS,,,,,,,,40.695296710299885,-73.90192943576288,"(40.695296710299885, -73.90192943576288)"
32836675,03/05/2016 05:02:10 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10462,1823 WHITE PLAINS ROAD,WHITE PLAINS ROAD,MORRIS PARK AVENUE,RHINELANDER AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,04/04/2016 05:02:10 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/07/2016 04:23:16 PM,11 BRONX,2040490054,BRONX,1021218,247497,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84591980939663,-73.86638417396482,"(40.84591980939663, -73.86638417396482)"
32843094,03/06/2016 07:10:58 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10310,610 DELAFIELD AVENUE,DELAFIELD AVENUE,BROADWAY,ELIZABETH STREET,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,04/05/2016 07:10:58 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/07/2016 04:23:18 PM,01 STATEN ISLAND,5002190020,STATEN ISLAND,951202,168968,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.630393025350415,-74.11906175233239,"(40.630393025350415, -74.11906175233239)"
32851963,03/07/2016 12:56:29 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Iguana,Residence,11419,107-60 115 STREET,115 STREET,107 AVENUE,109 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,N/A,Open,04/06/2016 12:56:29 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 QUEENS,4095520035,QUEENS,1032394,188168,ONLINE,Unspecified,QUEENS,,,,,,,,40.68302352995252,-73.8264150628726,"(40.68302352995252, -73.8264150628726)"
32860680,03/08/2016 12:04:38 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11235,2812 AVENUE Z,AVENUE Z,EAST 28 STREET,EAST 29 STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,04/07/2016 12:04:38 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/08/2016 04:03:56 PM,15 BROOKLYN,3074730005,BROOKLYN,1000488,154003,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.58936394659166,-73.94153545003702,"(40.58936394659166, -73.94153545003702)"
32869723,03/09/2016 09:16:09 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11228,1444 84 STREET,84 STREET,14 AVENUE,15 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,04/08/2016 09:16:09 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/10/2016 04:25:38 PM,11 BROOKLYN,3063230022,BROOKLYN,981627,162699,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.613247186664374,-74.00944743003507,"(40.613247186664374, -74.00944743003507)"
32876122,03/10/2016 01:33:38 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11208,309 LOGAN STREET,LOGAN STREET,ATLANTIC AVENUE,LIBERTY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,04/09/2016 01:33:38 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/10/2016 04:27:32 PM,05 BROOKLYN,3041540018,BROOKLYN,1018328,186563,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.67868350403012,-73.87713857201305,"(40.67868350403012, -73.87713857201305)"
